source,target
Dokter menehi diagnosis,Saya doktor memberi diagnosis
Aku diwenehi obat seminggu,Saya diberi ubat untuk seminggu
Aku ngombe obat sakwise mangan,Saya perlu makan ubat selepas makan
Yen ora mari kudu bali,Saya perlu kembali jika tidak pulih
Aku bakal nuruti saran,Saya akan ikut semua nasihat
Muga mari sakabehe,Saya harap cepat sembuh sepenuhnya
Tenggorokanku krasa panas,Saya rasa panas di tekak
Aku watuk terus sedina,Saya batuk berterusan sepanjang hari
Swara ku dadi alon,Saya suara jadi perlahan
Aku ora iso ngomong banter,Saya tidak boleh bercakap kuat
Ing ngisor dagu lara,Saya sakit di bawah dagu
Rahangku kaku,Saya rahang terasa tegang
Aku angel mbukak cangkem amba,Saya sukar membuka mulut luas
Untuku lara nek ngunyah,Saya gigi sakit bila kunyah
Panganan kesangkut tenggorokan,Saya makanan tersekat di tekak
Dadaku krasa perih sakwise mangan,Saya rasa pedih di dada selepas makan
Perutku abot sakwise mangan bengi,Saya perut rasa berat selepas makan malam
Aku kerep sendawa banter,Saya kerap sendawa kuat
Perutku krasa kosong senajan mangan,Saya perut rasa kosong walaupun makan
Perut tengahku lara bengi,Saya sakit di sekitar pusat waktu malam
Aku berak ora teratur,Saya buang air besar tidak teratur
Berakku atos lan garing,Saya najis keras dan kering
Aku kerep mencret,Saya najis cair berulang kali
Anusku lara,Saya rasa pedih di dubur
Aku ora iso nahan berak,Saya sukar menahan buang air besar
Aku pipis sethithik nanging kerep,Saya kencing sedikit tetapi kerap
Urinku ora akeh,Saya kencing tidak lawas
Kantong kemihku lara,Saya rasa sakit di pundi kencing
Urinku ana busa,Saya air kencing berbuih
Pinggangku lara nek lungguh suwe,Saya pinggang sakit bila duduk lama
Aku lara nek tangi saka lungguh,Saya sakit bila berdiri dari duduk
Tulang punggungku kaku,Saya tulang belakang terasa tegang
Aku lara nek mbungkuk mburi,Saya tidak boleh membongkok ke belakang
Awakku abot esuk,Saya badan terasa berat waktu pagi
Sendiku muni nek obah,Saya sendi berbunyi bila bergerak
Tanganku lara esuk,Saya tangan sakit waktu pagi
Drijiku angel digerakno,Saya jari sukar digerakkan
Sikilku pegel,Saya kaki terasa lenguh
Pahaku lara sakwise mlaku,Saya paha sakit selepas berjalan
Betisku kram bengi,Saya betis kejang waktu malam
Tlapan sikilku panas,Saya tapak kaki terasa panas
Sikilku adhem bengi,Saya kaki terasa sejuk waktu malam
Aku kudu mandheg nek mlaku adoh,Saya sukar berjalan jauh tanpa rehat
Aku gampang ilang imbangan,Saya mudah hilang imbangan
Tanganku abot,Saya tangan terasa berat
Aku ora iso ngangkat abot,Saya tidak boleh angkat barang berat
Kulitku krasa kandel,Saya kulit terasa tebal
Kulitku dadi peteng ing sawetara bagian,Saya kulit menjadi gelap di kawasan tertentu
Lukaku panas,Saya luka terasa panas
Lukaku nyut-nyutan,Saya luka terasa berdenyut
Kulitku gampang memar,Saya kulit mudah lebam
Kulitku ana bercak ireng,Saya ada tompok hitam di kulit
Aku sensitif srengenge,Saya kulit sensitif pada matahari
Kulitku lara nek didemek,Saya kulit terasa pedih bila disentuh
Rambutku rontok tambah akeh,Saya rambut gugur semakin banyak
Kulit endhasku lara,Saya kulit kepala sakit bila disentuh
Mripatku abot,Saya mata terasa berat
Mripatku cepet garing,Saya mata cepat kering
Aku burem nek maca,Saya mata kabur waktu membaca
Aku angel fokus cedhak,Saya sukar fokus pada objek dekat
Kupingku gatel,Saya telinga terasa gatal
Telingaku lara nek obah,Saya telinga sakit bila bergerak
Kupingku panas,Saya telinga terasa panas
Swara banter nggawe kuping lara,Saya bunyi kuat menyakitkan telinga
Tenggorokanku kenceng,Saya tekak terasa ketat
Aku watuk luwih banter esuk,Saya batuk lebih kuat waktu pagi
Aku watuk nek ngomong,Saya batuk bila bercakap
Aku ambegan cekak,Saya nafas pendek-pendek
Aku angel ambegan dawa,Saya sukar menarik nafas panjang
Dadaku sesek bengi,Saya dada terasa sesak waktu malam
Aku deg-degan sanajan istirahat,Saya jantung berdegup laju waktu rehat
Aku kesel sedina,Saya rasa penat sepanjang hari
Aku ngantuk awan,Saya cepat mengantuk siang hari
Aku ora duwe tenaga,Saya tidak cukup tenaga
Aku butuh turu luwih akeh,Saya perlukan lebih tidur
Aku tangi awak abot,Saya bangun dengan badan berat
Aku angel tangi esuk,Saya sukar bangun pagi
Aku teka telat neng klinik,Saya datang lewat ke klinik
Aku nunggu dipanggil,Saya menunggu nombor dipanggil
Aku mlebu alon,Saya masuk bilik rawatan dengan perlahan
Aku lungguh kanggo dipriksa,Saya duduk untuk diperiksa doktor
Dokter takon gejalaku,Saya doktor bertanya simptom saya
Aku diwenehi obat anyar,Saya diberi ubat baru untuk dicuba
Aku kudu ngombe obat sadurunge turu,Saya perlu makan ubat sebelum tidur
Aku kudu ngindari panganan berminyak,Saya perlu elakkan makanan berminyak
Aku kudu ngombe banyu anget,Saya perlu minum air suam
Aku kudu bali minggu ngarep,Saya perlu datang semula minggu depan
Aku bakal nuruti arahan dokter,Saya akan patuhi semua arahan doktor
Aku muga luwih apik,Saya harap keadaan saya semakin baik
Aku krasa nyut-nyutan neng endhas,Saya mengalami sakit berdenyut di kepala
Ing bathukku krasa kenceng,Saya rasa tekanan kuat di dahi
Aku mumet nek tangi saka turu,Saya pening bila bangun dari baring
Endhas mburiku lara,Saya sakit di belakang kepala
Guluku kaku esuk,Saya leher terasa kaku waktu pagi
Aku lara nek muter endhas,Saya tidak boleh pusing kepala cepat
Tengkukku lara,Saya sakit di bahagian tengkuk
Pundakku abot sedina,Saya bahu terasa berat sepanjang hari
Tangan kiwaku lemes,Saya tangan kiri rasa lemah
Tangan tenganku kebas,Saya tangan kanan rasa kebas
Aku ora iso ngangkat tangan dhuwur,Saya tidak boleh mengangkat lengan tinggi
Polang tangan tengenku lara,Saya sakit di pergelangan tangan kanan
Drijiku adhem terus,Saya jari terasa sejuk sepanjang masa
Kukuku gampang patah,Saya kuku mudah patah
Sikil kiwaku lara nek mlaku,Saya kaki kiri sakit bila berjalan
Sikil tengenku abot,Saya kaki kanan terasa berat
Tlapan sikil kiwaku lara,Saya tapak kaki kiri sakit
Tlapan sikil tengenku kebas,Saya tapak kaki kanan kebas
Aku kudu mandheg nek ngadeg suwe,Saya tidak boleh berdiri lama tanpa rehat
Aku gampang tiba nek mlaku cepet,Saya mudah jatuh jika berjalan laju
Aku imbangan ora stabil,Saya keseimbangan badan kurang stabil
Dengkul kiwaku muni nek dibengkokno,Saya lutut kiri berbunyi bila bengkok
Dengkul tengenku lara,Saya lutut kanan terasa sakit
Paha kiwaku pegel,Saya paha kiri terasa lenguh
Paha tengenku lara nek lungguh suwe,Saya paha kanan sakit bila duduk lama
Pinggang kiwaku lara,Saya pinggang kiri sakit
Pinggang tengenku kenceng,Saya pinggang kanan terasa tegang
Punggungku lara nek tangi,Saya belakang terasa sakit bila bangun
Tulang punggungku panas,Saya tulang belakang terasa panas
Awakku abot bengi,Saya badan terasa berat waktu malam
Aku krasa entheng sakwise istirahat,Saya badan terasa ringan selepas rehat
Aku angel tangi saka lantai,Saya sukar bangun dari lantai
Tanganku gemeter nek nyekel cilik,Saya tangan menggigil waktu pegang benda kecil
Aku ora iso nulis suwe,Saya tidak boleh menulis lama
Drijiku lara nek ngetik,Saya jari sakit bila menaip
Tanganku cepet kesel nek kerja,Saya tangan cepat letih bila bekerja
Sikilku pegel nek ngadeg suwe,Saya kaki cepat lenguh bila berdiri
Perutku kenceng sakwise mangan,Saya perut terasa tegang selepas makan
Aku lara nek dipencet kuwat,Saya perut sakit bila ditekan kuat
Perutku perih bengi,Saya rasa pedih di perut waktu malam
Aku ora iso mangan akeh sekaligus,Saya tidak boleh makan banyak sekaligus
Aku cepet wareg,Saya cepat kenyang walaupun makan sedikit
Aku luwe tapi ora gelem mangan,Saya rasa lapar tetapi tidak mahu makan
Aku muntah nek mangan akeh,Saya muntah selepas makan berat
Aku diare nek mangan njaba,Saya cirit-birit selepas makan luar
Berakku ambune kuat,Saya najis berbau kuat
Berakku peteng,Saya najis berwarna gelap
Aku mencret esuk,Saya najis cair waktu pagi
Aku pipis panas esuk,Saya kencing terasa panas waktu pagi
Aku kerep pipis sakwise ngombe,Saya kencing lebih kerap selepas minum air
Urinku cerah,Saya air kencing berwarna cerah
Aku krasa ora puas sakwise pipis,Saya rasa tidak puas selepas kencing
Perut ngisor kiwa lara,Saya sakit di bahagian perut bawah kiri
Perut ngisor tengen lara,Saya sakit di bahagian perut bawah kanan
Kulit tanganku kasar,Saya kulit terasa kasar pada tangan
Kulit sikilku garing,Saya kulit kaki menjadi kering
Tumitku pecah,Saya kulit merekah pada tumit
Luka cilik krasa perih,Saya luka kecil terasa perit
Lukaku sikil suwe mari,Saya luka lambat sembuh pada kaki
Kulitku gatel sakwise adus,Saya kulit mudah gatal selepas mandi
Kulitku panas nek didemek,Saya kulit terasa panas bila disentuh
Rambutku rontok saben dina,Saya rambut gugur setiap hari
Kulit endhasku garing lan gatel,Saya kulit kepala kering dan gatal
Mripatku kesel sakwise maca,Saya mata terasa letih selepas membaca
Mripatku metu banyu bengi,Saya mata berair waktu malam
Aku burem sakwise tangi,Saya penglihatan kabur selepas bangun
Aku ndelok bayangan ireng,Saya nampak bayang-bayang gelap
Telingaku lara nek turu,Saya telinga terasa sakit bila baring
Kupingku muni bengi,Saya telinga berdengung waktu malam
Telingaku mampet siji,Saya telinga rasa tersumbat sebelah
Aku ora krungu cetha nek rame,Saya kurang dengar bila ada bunyi kuat
Tenggorokanku lara nek ngombe adhem,Saya tekak sakit bila minum air sejuk
Tenggorokanku perih sakwise watuk,Saya tekak terasa pedih selepas batuk
Aku watuk luwih parah esuk,Saya batuk lebih teruk waktu pagi
Aku watuk ora mandheg sanajan obat,Saya batuk tidak berhenti walaupun makan ubat
Aku ambegan cekak sedina,Saya nafas terasa pendek sepanjang hari
Aku sesek nek mlaku cepet,Saya sesak bila berjalan cepat
Dadaku sempit bengi,Saya dada terasa sempit waktu malam
Aku deg-degan tanpa sebab,Saya jantung berdegup laju tanpa sebab
Aku tetep kesel sanajan cukup istirahat,Saya cepat penat walaupun rehat cukup
Aku ngantuk sanajan turu cukup,Saya mengantuk walaupun cukup tidur
Aku ora duwe tenaga sedina,Saya tidak bertenaga sepanjang hari
Aku butuh wektu kanggo mari,Saya perlukan lebih masa untuk pulih
Aku teka kanggo periksa lanjut,Saya datang ke klinik untuk pemeriksaan lanjut
Aku nunggu njaba ruang,Saya menunggu giliran di luar bilik
Aku mlebu ketemu dokter,Saya masuk untuk berjumpa doktor
Aku lungguh dipriksa teliti,Saya duduk untuk diperiksa dengan teliti
Dokter nambah obat,Saya doktor memberi ubat tambahan
Aku kudu ngombe obat telu kaping,Saya perlu makan ubat tiga kali sehari
Aku kudu ngindari panganan adhem,Saya perlu elakkan makanan sejuk
Aku kudu ngombe banyu luwih akeh,Saya perlu minum air lebih banyak
Yen gejala bali kudu teka,Saya perlu kembali jika simptom berulang
Aku bakal nuruti kabeh arahan kanthi teliti,Saya akan ikut semua arahan dengan teliti
Muga kesehatanku tambah apik saben dina,Saya harap kesihatan saya bertambah baik setiap hari
Aku krasa nyeri nusuk neng perut,Saya rasa sakit mencucuk di perut
Aku larane teka lunga,Saya sakit datang dan pergi
Dadaku abot esuk,Saya rasa berat di dada waktu pagi
Aku lara nek obah cepet,Saya dada sakit bila bergerak cepat
Aku angel ambegan dawa nek mlaku,Saya sukar menarik nafas panjang waktu berjalan
Aku mumet sakwise tangi,Saya rasa pening selepas bangun tidur
Endhasku krasa kosong,Saya kepala terasa ringan seperti kosong
Aku mripat pinar nek ngadeg suwe,Saya mata berpinar bila berdiri lama
Kupingku lara nek didemek,Saya telinga terasa sakit bila disentuh
Kupingku muni banter nek sepi,Saya telinga berdengung kuat waktu sunyi
Irungku garing bengi,Saya hidung terasa kering waktu malam
Aku irung metu banyu nek adhem,Saya hidung berair bila cuaca sejuk
Aku wahing terus esuk,Saya bersin berulang kali pada waktu pagi
Tenggorokanku gatel sadurunge watuk,Saya tekak terasa gatal sebelum batuk
Aku watuk nganti angel ambegan,Saya batuk kuat hingga sukar bernafas
Aku watuk luwih kerep nek ngomong,Saya batuk lebih kerap bila bercakap
Aku swara serak sakwise watuk,Saya suara menjadi serak selepas batuk
Aku angel ngomong suwe,Saya sukar bercakap panjang
Tenggorokanku perih nek ngulu,Saya rasa pedih di tekak bila menelan
Aku ora iso mangan atos,Saya tidak boleh makan makanan keras
Perutku lara nek ngombe adhem,Saya perut sakit selepas minum air sejuk
Aku mual nek mangan akeh,Saya rasa loya selepas makan berat
Aku muntah bengi sadurunge turu,Saya muntah waktu malam sebelum tidur
Aku diare nek mangan pedhes,Saya cirit-birit selepas makan pedas
Aku mencret sedina,Saya najis menjadi cair sepanjang hari
Berakku pucet,Saya najis berwarna pucat
Aku berak sethithik-sethithik,Saya najis keluar sedikit-sedikit
Aku pipis lara ing pungkasan,Saya kencing terasa sakit di hujung
Aku kerep pipis bengi,Saya kencing lebih kerap pada waktu malam
Urinku panas sedina,Saya air kencing terasa panas sepanjang hari
Pinggangku lara nek tangi,Saya sakit di bahagian pinggang bila bangun
Pinggangku lemes nek mlaku,Saya pinggang terasa lemah bila berjalan
Punggungku lara nek lungguh suwe,Saya belakang sakit bila duduk lama
Aku angel mbungkuk maju,Saya sukar membongkok ke hadapan
Tulang punggungku kaku,Saya tulang belakang terasa keras
Pundak kiwaku lara,Saya bahu kiri terasa sakit
Pundak tengenku pegel,Saya bahu kanan terasa lenguh
Tanganku lemes sakwise kerja,Saya tangan terasa lemah selepas bekerja
Drijiku angel digerakno,Saya jari tidak boleh digerakkan dengan baik
Kukuku lara nek didemek,Saya kuku terasa sakit bila disentuh
Sikilku abot nek ngadeg suwe,Saya kaki terasa berat selepas berdiri lama
Dengkulku lara nek dibengkokno,Saya lutut terasa sakit waktu membongkok
Dengkulku muni nek mlaku,Saya lutut berbunyi ketika berjalan
Pahaku lara nek lungguh suwe,Saya paha terasa sakit selepas duduk lama
Betisku kaku bengi,Saya betis terasa keras waktu malam
Tlapan sikilku perih nek mlaku,Saya tapak kaki terasa pedih bila berjalan
Sikilku kebas nek lungguh suwe,Saya kaki menjadi kebas selepas duduk lama
Kulit tanganku garing,Saya kulit terasa kering di tangan
Kulit sikilku kasar,Saya kulit terasa kasar di kaki
Lukaku gatel wektu mari,Saya luka kecil terasa gatal semasa sembuh
Lukaku abang lan lara,Saya luka menjadi merah dan sakit
Kulitku gampang iritasi,Saya kulit mudah iritasi
Kulitku panas kena srengenge,Saya kulit terasa panas bila terkena matahari
Rambutku rontok luwih akeh,Saya rambut gugur lebih banyak daripada biasa
Kulit endhasku berminyak,Saya kulit kepala terasa berminyak
Mripatku abot sakwise kerja suwe,Saya mata terasa berat selepas bekerja lama
Mripatku metu banyu nek ndelok cahya,Saya mata berair bila melihat cahaya
Aku pandelenganku ora stabil,Saya penglihatan tidak stabil
Aku ndelok bayangan burem,Saya nampak bayangan kabur
Telingaku lara nek ngulu,Saya telinga terasa sakit bila menelan
Kupingku mampet sedina,Saya telinga terasa tersumbat sepanjang hari
Aku ora krungu cetha,Saya telinga kurang jelas bila mendengar
Tenggorokanku lara nek ngomong,Saya tekak terasa sakit bila bercakap
Tenggorokanku garing sedina,Saya tekak terasa kering sepanjang hari
Aku watuk luwih parah bengi,Saya batuk lebih teruk waktu malam
Aku watuk tanpa dahak,Saya batuk tanpa kahak
Aku ambegan sempit,Saya nafas terasa sempit
Aku angel ambegan dawa sanajan istirahat,Saya sukar menarik nafas panjang ketika berehat
Dadaku kenceng nek turu,Saya dada terasa ketat bila baring
Atiku deg-degan bengi,Saya jantung berdegup laju waktu malam
Aku kesel senajan ora obah akeh,Saya cepat penat walaupun tidak bergerak banyak
Aku ngantuk sedina senajan turu cukup,Saya mengantuk sepanjang hari walaupun tidur cukup
Awakku lemes esuk,Saya badan terasa lemah waktu pagi
Aku angel tangi saka kasur,Saya sukar bangun dari katil
Aku teka kontrol,Saya datang ke klinik untuk rawatan susulan
Aku nunggu sabar neng ruang tunggu,Saya menunggu di ruang menunggu dengan sabar
Aku mlebu nek dipanggil,Saya masuk bilik doktor apabila dipanggil
Aku lungguh nerangake gejala,Saya duduk dan terangkan simptom saya
Dokter menehi perawatan sing cocok,Saya doktor memberikan rawatan yang sesuai
Aku diwenehi obat sawetara dina,Saya diberi ubat untuk beberapa hari
Aku kudu ngombe obat manut jadwal,Saya perlu makan ubat mengikut jadual
Aku kudu ngindari minyak lan pedhes,Saya perlu elakkan makanan berminyak dan pedas
Aku kudu ngombe banyu luwih akeh saben dina,Saya perlu minum lebih banyak air setiap hari
Aku kudu bali yen ora luwih apik,Saya perlu datang semula jika keadaan tidak bertambah baik
Aku bakal nuruti kabeh arahan,Saya akan ikut semua arahan dengan baik
Muga kesehatanku bali kaya biasane,Saya harap kesihatan saya kembali seperti biasa
Aku krasa nyeri mencengkam neng dada,Saya mengalami sakit mencengkam di dada
Dadaku panas sakwise mangan,Saya dada terasa panas selepas makan
Aku angel ambegan nek munggah tangga,Saya sukar menarik nafas ketika menaiki tangga
Aku mumet nek mlaku suwe,Saya berasa pening selepas berjalan lama
Endhasku kiwa nyut-nyutan,Saya kepala terasa berdenyut di sebelah kiri
Endhasku tengen nyut-nyutan,Saya kepala terasa berdenyut di sebelah kanan
Guluku lara nek diputer,Saya leher sakit bila dipusing
Tengkukku abot sedina,Saya tengkuk terasa berat sepanjang hari
Pundakku kenceng nek kerja suwe,Saya bahu terasa tegang bila bekerja lama
Tanganku kebas sakwise tangi,Saya tangan kebas selepas bangun tidur
Tanganku adhem senajan panas,Saya tangan terasa sejuk walaupun cuaca panas
Drijiku ora kuwat nyekel,Saya jari tidak kuat mencengkam
Kukuku rapuh,Saya kuku menjadi rapuh
Sikilku pegel nek ngadeg suwe,Saya kaki terasa lenguh selepas berdiri lama
Sikilku kebas nek mlaku adoh,Saya kaki terasa kebas selepas berjalan jauh
Dengkulku panas nek didemek,Saya lutut terasa panas bila disentuh
Dengkulku lemes nek mudhun tangga,Saya lutut lemah ketika turun tangga
Pahaku abot sedina,Saya paha terasa berat sepanjang hari
Betisku lara sakwise mlaku,Saya betis terasa sakit selepas berjalan
Tlapan sikilku lara nek ngadeg suwe,Saya tapak kaki sakit bila berdiri lama
Pinggangku lara esuk,Saya pinggang terasa sakit bila bangun pagi
Punggungku pegel nek lungguh suwe,Saya belakang terasa lenguh selepas duduk lama
Tulang punggungku kenceng bengi,Saya tulang belakang terasa tegang waktu malam
Aku angel mbungkuk merga lara,Saya sukar membongkok kerana sakit
Awakku panas lan kringetan,Saya badan terasa panas dan berpeluh
Awakku adhem senajan panas,Saya badan terasa sejuk walaupun cuaca panas
Aku gemeter bengi tanpa sebab,Saya menggigil waktu malam tanpa sebab
Aku kesel senajan mlaku sethithik,Saya cepat penat walaupun berjalan sedikit
Aku lemes sakwise tangi,Saya rasa lemah selepas bangun tidur
Aku angel fokus merga mumet,Saya sukar fokus kerana pening
Mripatku garing sakwise tangi,Saya mata terasa kering bila bangun
Mripatku lara nek ndelok layar suwe,Saya mata pedih selepas melihat skrin lama
Mripatku metu banyu nek ana angin,Saya mata berair bila keluar angin
Aku burem nek maca suwe,Saya penglihatan kabur selepas membaca lama
Aku ndelok bayangan obah,Saya nampak bayang bergerak
Kupingku krasa mampet,Saya telinga terasa penuh seperti tersumbat
Kupingku muni sedina,Saya telinga berdengung kuat sepanjang hari
Telingaku lara nek didemek kuwat,Saya telinga sakit bila disentuh kuat
Irungku garing nek panas,Saya hidung terasa kering bila cuaca panas
