source,target
我瞓低起身會暈,Saya pening bila bangun dari baring
我後腦痛,Saya sakit di belakang kepala
朝早頸硬,Saya leher terasa kaku waktu pagi
我轉頭會痛,Saya tidak boleh pusing kepala cepat
我頸背痛,Saya sakit di bahagian tengkuk
我膊頭好重,Saya bahu terasa berat sepanjang hari
我左手冇力,Saya tangan kiri rasa lemah
我右手麻,Saya tangan kanan rasa kebas
我舉唔高手,Saya tidak boleh mengangkat lengan tinggi
我右手腕痛,Saya sakit di pergelangan tangan kanan
手指凍,Saya jari terasa sejuk sepanjang masa
指甲易斷,Saya kuku mudah patah
左腳行路痛,Saya kaki kiri sakit bila berjalan
右腳重,Saya kaki kanan terasa berat
左腳底痛,Saya tapak kaki kiri sakit
右腳底麻,Saya tapak kaki kanan kebas
企耐要休息,Saya tidak boleh berdiri lama tanpa rehat
行快會跌,Saya mudah jatuh jika berjalan laju
平衡唔穩,Saya keseimbangan badan kurang stabil
左膝有聲,Saya lutut kiri berbunyi bila bengkok
右膝痛,Saya lutut kanan terasa sakit
左大腿酸,Saya paha kiri terasa lenguh
右大腿坐耐痛,Saya paha kanan sakit bila duduk lama
左腰痛,Saya pinggang kiri sakit
右腰緊,Saya pinggang kanan terasa tegang
起身背痛,Saya belakang terasa sakit bila bangun
脊骨熱,Saya tulang belakang terasa panas
夜晚身重,Saya badan terasa berat waktu malam
休息後輕,Saya badan terasa ringan selepas rehat
起身困難,Saya sukar bangun dari lantai
拎細嘢會震,Saya tangan menggigil waktu pegang benda kecil
寫唔耐,Saya tidak boleh menulis lama
打字會痛,Saya jari sakit bila menaip
做嘢手攰,Saya tangan cepat letih bila bekerja
企耐腳酸,Saya kaki cepat lenguh bila berdiri
食完肚緊,Saya perut terasa tegang selepas makan
用力按會痛,Saya perut sakit bila ditekan kuat
夜晚肚辣,Saya rasa pedih di perut waktu malam
食唔多,Saya tidak boleh makan banyak sekaligus
食少少就飽,Saya cepat kenyang walaupun makan sedikit
肚餓但唔想食,Saya rasa lapar tetapi tidak mahu makan
食多會嘔,Saya muntah selepas makan berat
食外面會肚瀉,Saya cirit-birit selepas makan luar
大便好臭,Saya najis berbau kuat
大便深色,Saya najis berwarna gelap
朝早稀便,Saya najis cair waktu pagi
朝早尿辣,Saya kencing terasa panas waktu pagi
飲水後多尿,Saya kencing lebih kerap selepas minum air
尿色淡,Saya air kencing berwarna cerah
尿完唔舒服,Saya rasa tidak puas selepas kencing
左下腹痛,Saya sakit di bahagian perut bawah kiri
右下腹痛,Saya sakit di bahagian perut bawah kanan
手皮膚粗,Saya kulit terasa kasar pada tangan
腳皮膚乾,Saya kulit kaki menjadi kering
腳跟裂開,Saya kulit merekah pada tumit
細傷口痛,Saya luka kecil terasa perit
腳傷口慢好,Saya luka lambat sembuh pada kaki
沖涼後痕,Saya kulit mudah gatal selepas mandi
掂落熱,Saya kulit terasa panas bila disentuh
每日甩頭髮,Saya rambut gugur setiap hari
頭皮乾痕,Saya kulit kepala kering dan gatal
睇書眼攰,Saya mata terasa letih selepas membaca
夜晚流眼水,Saya mata berair waktu malam
起身模糊,Saya penglihatan kabur selepas bangun
見到黑影,Saya nampak bayang-bayang gelap
瞓低耳痛,Saya telinga terasa sakit bila baring
夜晚耳鳴,Saya telinga berdengung waktu malam
一邊塞,Saya telinga rasa tersumbat sebelah
大聲聽唔清,Saya kurang dengar bila ada bunyi kuat
飲凍水會痛,Saya tekak sakit bila minum air sejuk
咳後辣,Saya tekak terasa pedih selepas batuk
朝早咳重,Saya batuk lebih teruk waktu pagi
食藥都停唔到,Saya batuk tidak berhenti walaupun makan ubat
成日呼吸短,Saya nafas terasa pendek sepanjang hari
行快會喘,Saya sesak bila berjalan cepat
夜晚胸窄,Saya dada terasa sempit waktu malam
無啦啦心跳快,Saya jantung berdegup laju tanpa sebab
休息夠都攰,Saya cepat penat walaupun rehat cukup
瞓夠都想瞓,Saya mengantuk walaupun cukup tidur
冇力氣,Saya tidak bertenaga sepanjang hari
要時間好返,Saya perlukan lebih masa untuk pulih
嚟再檢查,Saya datang ke klinik untuk pemeriksaan lanjut
喺門口等,Saya menunggu giliran di luar bilik
入去見醫生,Saya masuk untuk berjumpa doktor
坐低詳細檢查,Saya duduk untuk diperiksa dengan teliti
醫生加藥,Saya doktor memberi ubat tambahan
一日三次,Saya perlu makan ubat tiga kali sehari
避免凍食,Saya perlu elakkan makanan sejuk
要飲多水,Saya perlu minum air lebih banyak
再發要嚟,Saya perlu kembali jika simptom berulang
跟足指示,Saya akan ikut semua arahan dengan teliti
希望每日好轉,Saya harap kesihatan saya bertambah baik setiap hari
我肚有刺痛,Saya rasa sakit mencucuk di perut
我啲痛時有時冇,Saya sakit datang dan pergi
朝早胸口重,Saya rasa berat di dada waktu pagi
郁快會痛,Saya dada sakit bila bergerak cepat
行路難吸氣,Saya sukar menarik nafas panjang waktu berjalan
起身後暈,Saya rasa pening selepas bangun tidur
頭好似空空地,Saya kepala terasa ringan seperti kosong
企耐會眼花,Saya mata berpinar bila berdiri lama
掂耳仔會痛,Saya telinga terasa sakit bila disentuh
靜時耳鳴大,Saya telinga berdengung kuat waktu sunyi
夜晚鼻乾,Saya hidung terasa kering waktu malam
凍就流鼻水,Saya hidung berair bila cuaca sejuk
朝早不停打噴嚏,Saya bersin berulang kali pada waktu pagi
咳前喉嚨痕,Saya tekak terasa gatal sebelum batuk
咳到難呼吸,Saya batuk kuat hingga sukar bernafas
講嘢會咳多,Saya batuk lebih kerap bila bercakap
咳完聲沙,Saya suara menjadi serak selepas batuk
講唔耐,Saya sukar bercakap panjang
吞嘢辣,Saya rasa pedih di tekak bila menelan
食唔到硬嘢,Saya tidak boleh makan makanan keras
飲凍水肚痛,Saya perut sakit selepas minum air sejuk
食多想嘔,Saya rasa loya selepas makan berat
瞓前嘔,Saya muntah waktu malam sebelum tidur
食辣會肚瀉,Saya cirit-birit selepas makan pedas
成日稀,Saya najis menjadi cair sepanjang hari
大便淡色,Saya najis berwarna pucat
大便少少出,Saya najis keluar sedikit-sedikit
尿尾痛,Saya kencing terasa sakit di hujung
夜晚多尿,Saya kencing lebih kerap pada waktu malam
成日尿辣,Saya air kencing terasa panas sepanjang hari
起身腰痛,Saya sakit di bahagian pinggang bila bangun
行路腰冇力,Saya pinggang terasa lemah bila berjalan
坐耐背痛,Saya belakang sakit bila duduk lama
彎前困難,Saya sukar membongkok ke hadapan
脊骨硬,Saya tulang belakang terasa keras
左膊痛,Saya bahu kiri terasa sakit
右膊酸,Saya bahu kanan terasa lenguh
做完手冇力,Saya tangan terasa lemah selepas bekerja
手指郁唔好,Saya jari tidak boleh digerakkan dengan baik
掂指甲痛,Saya kuku terasa sakit bila disentuh
企耐腳重,Saya kaki terasa berat selepas berdiri lama
彎膝痛,Saya lutut terasa sakit waktu membongkok
行路有聲,Saya lutut berbunyi ketika berjalan
坐耐大腿痛,Saya paha terasa sakit selepas duduk lama
夜晚小腿硬,Saya betis terasa keras waktu malam
行路腳底辣,Saya tapak kaki terasa pedih bila berjalan
坐耐腳麻,Saya kaki menjadi kebas selepas duduk lama
手皮膚乾,Saya kulit terasa kering di tangan
腳皮膚粗,Saya kulit terasa kasar di kaki
傷口痕,Saya luka kecil terasa gatal semasa sembuh
傷口紅又痛,Saya luka menjadi merah dan sakit
皮膚易敏感,Saya kulit mudah iritasi
曬太陽會熱,Saya kulit terasa panas bila terkena matahari
頭髮甩多過平時,Saya rambut gugur lebih banyak daripada biasa
頭皮油,Saya kulit kepala terasa berminyak
做耐眼重,Saya mata terasa berat selepas bekerja lama
見光流眼水,Saya mata berair bila melihat cahaya
視線唔穩,Saya penglihatan tidak stabil
見到模糊影,Saya nampak bayangan kabur
吞嘢耳痛,Saya telinga terasa sakit bila menelan
耳仔成日塞,Saya telinga terasa tersumbat sepanjang hari
聽唔清,Saya telinga kurang jelas bila mendengar
講嘢喉嚨痛,Saya tekak terasa sakit bila bercakap
成日乾,Saya tekak terasa kering sepanjang hari
夜晚咳重,Saya batuk lebih teruk waktu malam
冇痰咳,Saya batuk tanpa kahak
呼吸窄,Saya nafas terasa sempit
休息都難吸氣,Saya sukar menarik nafas panjang ketika berehat
瞓低胸緊,Saya dada terasa ketat bila baring
夜晚心跳快,Saya jantung berdegup laju waktu malam
唔郁都攰,Saya cepat penat walaupun tidak bergerak banyak
瞓夠都想瞓,Saya mengantuk sepanjang hari walaupun tidur cukup
朝早冇力,Saya badan terasa lemah waktu pagi
起身難,Saya sukar bangun dari katil
嚟覆診,Saya datang ke klinik untuk rawatan susulan
喺等候室等,Saya menunggu di ruang menunggu dengan sabar
叫到入房,Saya masuk bilik doktor apabila dipanggil
坐低講症狀,Saya duduk dan terangkan simptom saya
醫生畀治療,Saya doktor memberikan rawatan yang sesuai
畀咗幾日藥,Saya diberi ubat untuk beberapa hari
按時間食藥,Saya perlu makan ubat mengikut jadual
避免油辣,Saya perlu elakkan makanan berminyak dan pedas
每日多飲水,Saya perlu minum lebih banyak air setiap hari
唔好就再嚟,Saya perlu datang semula jika keadaan tidak bertambah baik
會跟指示,Saya akan ikut semua arahan dengan baik
希望恢復正常,Saya harap kesihatan saya kembali seperti biasa
我胸口有壓痛,Saya mengalami sakit mencengkam di dada
食完胸口熱,Saya dada terasa panas selepas makan
上樓梯難呼吸,Saya sukar menarik nafas ketika menaiki tangga
行耐會暈,Saya berasa pening selepas berjalan lama
左邊頭跳痛,Saya kepala terasa berdenyut di sebelah kiri
右邊頭跳痛,Saya kepala terasa berdenyut di sebelah kanan
轉頸會痛,Saya leher sakit bila dipusing
頸背好重,Saya tengkuk terasa berat sepanjang hari
做耐膊緊,Saya bahu terasa tegang bila bekerja lama
起身手麻,Saya tangan kebas selepas bangun tidur
熱天手凍,Saya tangan terasa sejuk walaupun cuaca panas
手指冇力抓,Saya jari tidak kuat mencengkam
指甲脆,Saya kuku menjadi rapuh
企耐腳酸,Saya kaki terasa lenguh selepas berdiri lama
行遠腳麻,Saya kaki terasa kebas selepas berjalan jauh
膝頭熱,Saya lutut terasa panas bila disentuh
落樓梯膝弱,Saya lutut lemah ketika turun tangga
大腿重,Saya paha terasa berat sepanjang hari
行完小腿痛,Saya betis terasa sakit selepas berjalan
企耐腳底痛,Saya tapak kaki sakit bila berdiri lama
朝早腰痛,Saya pinggang terasa sakit bila bangun pagi
坐耐背酸,Saya belakang terasa lenguh selepas duduk lama
夜晚脊骨緊,Saya tulang belakang terasa tegang waktu malam
痛到彎唔到,Saya sukar membongkok kerana sakit
身熱流汗,Saya badan terasa panas dan berpeluh
熱天都凍,Saya badan terasa sejuk walaupun cuaca panas
夜晚無啦啦震,Saya menggigil waktu malam tanpa sebab
行少少都攰,Saya cepat penat walaupun berjalan sedikit
起身冇力,Saya rasa lemah selepas bangun tidur
暈到唔集中,Saya sukar fokus kerana pening
起身眼乾,Saya mata terasa kering bila bangun
睇屏幕耐眼痛,Saya mata pedih selepas melihat skrin lama
有風就流眼水,Saya mata berair bila keluar angin
睇書耐模糊,Saya penglihatan kabur selepas membaca lama
見到影動,Saya nampak bayang bergerak
耳仔塞住,Saya telinga terasa penuh seperti tersumbat
成日耳鳴,Saya telinga berdengung kuat sepanjang hari
大力掂會痛,Saya telinga sakit bila disentuh kuat
熱天鼻乾,Saya hidung terasa kering bila cuaca panas
夜晚鼻塞,Saya hidung tersumbat waktu malam
朝早不停打噴嚏,Saya bersin berterusan waktu pagi
咳後喉嚨痛,Saya tekak terasa pedih selepas batuk
成日喉嚨乾,Saya tekak terasa kering sepanjang hari
講耐失聲,Saya suara hilang selepas bercakap lama
喉嚨痛講唔到,Saya sukar bercakap kerana tekak sakit
夜晚咳得勁,Saya batuk kuat waktu malam
食藥都停唔到咳,Saya batuk tanpa henti walaupun makan ubat
行路呼吸窄,Saya nafas terasa sempit bila berjalan
休息都難吸氣,Saya sukar menarik nafas dalam ketika rehat
瞓低胸重,Saya dada terasa berat bila baring
無原因心跳快,Saya jantung berdegup laju tanpa sebab
冇做嘢都攰,Saya cepat penat walaupun tidak bekerja
瞓夠都想瞓,Saya rasa mengantuk sepanjang hari walaupun tidur cukup
朝早身弱,Saya badan terasa lemah pada waktu pagi
攰到起唔到,Saya sukar bangun dari katil kerana letih
食完肚辣,Saya perut terasa pedih selepas makan
食少少都飽,Saya perut terasa penuh walaupun makan sedikit
食油嘢想嘔,Saya rasa loya selepas makan makanan berminyak
食得快會嘔,Saya muntah selepas makan terlalu cepat
食外面肚瀉,Saya cirit-birit selepas makan makanan luar
大便又臭又深色,Saya najis berbau kuat dan gelap
大便硬難出,Saya najis keras dan sukar keluar
成日尿痛,Saya kencing terasa pedih sepanjang hari
朝早尿深色,Saya kencing berwarna gelap pada waktu pagi
夜晚成日尿,Saya kerap kencing waktu malam
尿完唔舒服,Saya rasa tidak puas selepas kencing
下腹痛,Saya sakit di bahagian perut bawah
左下腹痛,Saya sakit di bahagian kiri perut bawah
右下腹痛,Saya sakit di bahagian kanan perut bawah
皮膚乾痕,Saya kulit terasa kering dan gatal
曬太陽變紅,Saya kulit menjadi merah selepas terkena matahari
掂傷口會痛,Saya luka terasa pedih bila disentuh
傷口幾日後有膿,Saya luka menjadi bernanah selepas beberapa hari
沖涼甩多頭髮,Saya rambut gugur lebih banyak waktu mandi
頭皮成日痕,Saya kulit kepala terasa gatal sepanjang hari
朝早嚟診所,Saya datang ke klinik awal pagi
等叫號,Saya menunggu nombor dipanggil dengan sabar
到我入房,Saya masuk bilik doktor apabila tiba giliran
坐低檢查,Saya duduk untuk diperiksa dengan teliti
醫生畀治療,Saya doktor memberi rawatan yang sesuai
食完飯食藥,Saya perlu makan ubat selepas makan
每日飲足水,Saya perlu minum air secukupnya setiap hari
避免某啲食物,Saya perlu elakkan makanan tertentu
唔好就再嚟,Saya perlu kembali jika simptom tidak hilang
跟足醫生指示,Saya akan ikut semua arahan dengan teliti
希望完全好返,Saya harap kesihatan saya pulih sepenuhnya
吸氣胸口刺痛,Saya rasa dada mencucuk bila tarik nafas
瞓平難呼吸,Saya sukar bernafas ketika berbaring rata
胸口震,Saya dada terasa bergetar
行完心跳勁,Saya jantung berdegup kuat selepas berjalan
做少少都攰,Saya mudah penat walaupun buat kerja ringan
起身身重,Saya badan terasa berat ketika bangun tidur
起身快會暈,Saya kepala terasa berpusing bila bangun cepat
頭頂痛,Saya sakit di bahagian atas kepala
頸後痛,Saya sakit di belakang leher
坐耐頸緊,Saya leher terasa tegang bila lama duduk
舉手左膊痛,Saya bahu kiri sakit bila angkat tangan
右膊成日重,Saya bahu kanan terasa berat sepanjang hari
夜晚右手麻,Saya tangan kanan kebas waktu malam
左手凍,Saya tangan kiri terasa sejuk sepanjang masa
手指掂會痛,Saya jari terasa sakit bila disentuh
朝早手指難郁,Saya jari sukar digerakkan waktu pagi
指甲變黃,Saya kuku berubah warna menjadi kuning
坐低左腳麻,Saya kaki kiri terasa kebas selepas duduk
企耐右腳酸,Saya kaki kanan terasa lenguh bila berdiri
行路左膝痛,Saya lutut kiri sakit ketika berjalan
彎右膝有聲,Saya lutut kanan berbunyi bila bengkok
夜晚左大腿痛,Saya paha kiri terasa sakit waktu malam
坐耐右大腿酸,Saya paha kanan terasa lenguh selepas duduk lama
行完小腿抽筋,Saya betis terasa kejang selepas berjalan
企左腳底痛,Saya tapak kaki kiri sakit waktu berdiri
右腳底熱,Saya tapak kaki kanan terasa panas
朝早左腰痛,Saya pinggang kiri terasa sakit waktu pagi
坐耐右腰酸,Saya pinggang kanan terasa lenguh bila duduk lama
彎身背痛,Saya belakang terasa sakit bila membongkok
朝早脊骨硬,Saya tulang belakang terasa keras waktu pagi
夜晚身熱,Saya badan terasa panas pada waktu malam
朝早身凍,Saya badan terasa sejuk pada waktu pagi
冇發燒都震,Saya menggigil walaupun tidak demam
坐住都流汗,Saya berpeluh walaupun duduk diam
唔郁都攰,Saya cepat letih walaupun tidak bergerak banyak
暈到唔集中,Saya sukar fokus kerana rasa pening
見光眼痛,Saya mata terasa sakit bila melihat cahaya terang
睇書流眼水,Saya mata berair ketika membaca lama
夜晚眼重,Saya mata terasa berat waktu malam
起身模糊,Saya penglihatan kabur selepas bangun tidur
見到黑影郁,Saya nampak bayangan gelap bergerak
夜晚耳鳴大,Saya telinga berdengung kuat waktu malam
沖涼後塞,Saya telinga terasa tersumbat selepas mandi
細聲聽唔清,Saya kurang dengar bila bercakap perlahan
成日鼻塞,Saya hidung tersumbat sepanjang hari
凍就流鼻水,Saya hidung berair ketika cuaca sejuk
朝早多噴嚏,Saya bersin banyak waktu pagi
飲凍水喉嚨痛,Saya tekak terasa sakit bila minum air sejuk
咳後聲細,Saya suara menjadi perlahan selepas batuk
失聲講唔到,Saya sukar bercakap kerana suara hilang
成日乾咳,Saya batuk tanpa kahak sepanjang hari
行路呼吸短,Saya nafas terasa pendek ketika berjalan
難吸深氣,Saya sukar menarik nafas dalam-dalam
瞓低胸緊,Saya dada terasa ketat waktu baring
食完心跳快,Saya jantung berdegup laju selepas makan
做少少都攰,Saya cepat penat walaupun kerja ringan
成日冇力,Saya badan terasa lemah sepanjang hari
呼吸時胸口跳痛,Saya rasa dada berdenyut ketika bernafas
上樓梯後暈,Saya pening selepas menaiki tangga
轉右頸痛,Saya leher sakit bila menoleh ke kanan
拎嘢後膊酸,Saya bahu terasa lenguh selepas mengangkat barang
寫耐手麻,Saya tangan terasa kebas selepas menulis lama
朝早手指硬,Saya jari menjadi kaku waktu pagi
著鞋都凍,Saya kaki terasa sejuk walaupun memakai kasut
企耐膝弱,Saya lutut terasa lemah bila berdiri lama
行遠大腿緊,Saya paha terasa tegang selepas berjalan jauh
起身小腿痛,Saya betis sakit bila bangun dari duduk
企耐腳底痛,Saya tapak kaki terasa sakit selepas berdiri lama
